Annee;Subdivision;Sexe;Age quinquennal 80;Population
2007;Australes;Homme;55-59 ans;132
2007;Australes;Homme;60-64 ans;111
2007;Australes;Homme;65-69 ans;100
2007;Australes;Homme;70-74 ans;85
2007;Australes;Homme;75-79 ans;58
2007;Australes;Homme;80 ans et plus;40
2007;Australes;Femme;Moins de 5 ans;250
2007;Australes;Femme;5-9 ans;289
2007;Australes;Femme;10-14 ans;295
2007;Australes;Femme;15-19 ans;296
2007;Australes;Femme;20-24 ans;198
2007;Australes;Femme;25-29 ans;185
2007;Australes;Femme;30-34 ans;200
2007;Australes;Femme;35-39 ans;239
2007;Australes;Femme;40-44 ans;219
2007;Australes;Femme;45-49 ans;175
2007;Australes;Femme;50-54 ans;162
2007;Australes;Femme;55-59 ans;118
2007;Australes;Femme;60-64 ans;113
2007;Australes;Femme;65-69 ans;94
2007;Australes;Femme;70-74 ans;63
2007;Australes;Femme;75-79 ans;62
2007;Australes;Femme;80 ans et plus;35
2007;Tuamotu-Gambier;Homme;Moins de 5 ans;728
2007;Tuamotu-Gambier;Homme;5-9 ans;931
2007;Tuamotu-Gambier;Homme;10-14 ans;893
2007;Tuamotu-Gambier;Homme;15-19 ans;906
2007;Tuamotu-Gambier;Homme;20-24 ans;941
2007;Tuamotu-Gambier;Homme;25-29 ans;805
2007;Tuamotu-Gambier;Homme;30-34 ans;737
2007;Tuamotu-Gambier;Homme;35-39 ans;771
2007;Tuamotu-Gambier;Homme;40-44 ans;598
2007;Tuamotu-Gambier;Homme;45-49 ans;514
2007;Tuamotu-Gambier;Homme;50-54 ans;396
2007;Tuamotu-Gambier;Homme;55-59 ans;253
2007;Tuamotu-Gambier;Homme;60-64 ans;230
2007;Tuamotu-Gambier;Homme;65-69 ans;201
2007;Tuamotu-Gambier;Homme;70-74 ans;129
2007;Tuamotu-Gambier;Homme;75-79 ans;73
2007;Tuamotu-Gambier;Homme;80 ans et plus;40
2007;Tuamotu-Gambier;Femme;Moins de 5 ans;701
2007;Tuamotu-Gambier;Femme;5-9 ans;833
2007;Tuamotu-Gambier;Femme;10-14 ans;808
2007;Tuamotu-Gambier;Femme;15-19 ans;719
2007;Tuamotu-Gambier;Femme;20-24 ans;769
2007;Tuamotu-Gambier;Femme;25-29 ans;668
2007;Tuamotu-Gambier;Femme;30-34 ans;675
2007;Tuamotu-Gambier;Femme;35-39 ans;600
2007;Tuamotu-Gambier;Femme;40-44 ans;466
2007;Tuamotu-Gambier;Femme;45-49 ans;375
2007;Tuamotu-Gambier;Femme;50-54 ans;321
2007;Tuamotu-Gambier;Femme;55-59 ans;224
2007;Tuamotu-Gambier;Femme;60-64 ans;205
2007;Tuamotu-Gambier;Femme;65-69 ans;171
2007;Tuamotu-Gambier;Femme;70-74 ans;111
2007;Tuamotu-Gambier;Femme;75-79 ans;60
2007;Tuamotu-Gambier;Femme;80 ans et plus;44
2012;Iles Du Vent;Homme;Moins de 5 ans;7 618
2012;Iles Du Vent;Homme;5-9 ans;8 239
2012;Iles Du Vent;Homme;10-14 ans;8 814
2012;Iles Du Vent;Homme;15-19 ans;8 799
2012;Iles Du Vent;Homme;20-24 ans;8 659
2012;Iles Du Vent;Homme;25-29 ans;8 190
2012;Iles Du Vent;Homme;30-34 ans;7 697
2012;Iles Du Vent;Homme;35-39 ans;7 504
2012;Iles Du Vent;Homme;40-44 ans;7 960
2012;Iles Du Vent;Homme;45-49 ans;7 352
2012;Iles Du Vent;Homme;50-54 ans;6 072
2012;Iles Du Vent;Homme;55-59 ans;4 956
2012;Iles Du Vent;Homme;60-64 ans;3 492
2012;Iles Du Vent;Homme;65-69 ans;2 597
2012;Iles Du Vent;Homme;70-74 ans;1 780
2012;Iles Du Vent;Homme;75-79 ans;1 141
2012;Iles Du Vent;Homme;80 ans et plus;869
2012;Iles Du Vent;Femme;Moins de 5 ans;7 172
2012;Iles Du Vent;Femme;5-9 ans;7 782
2012;Iles Du Vent;Femme;10-14 ans;8 300
2012;Iles Du Vent;Femme;15-19 ans;8 448
2012;Iles Du Vent;Femme;20-24 ans;8 572
2012;Iles Du Vent;Femme;25-29 ans;8 461
2012;Iles Du Vent;Femme;30-34 ans;7 644
2012;Iles Du Vent;Femme;35-39 ans;7 426
2012;Iles Du Vent;Femme;40-44 ans;7 582
2012;Iles Du Vent;Femme;45-49 ans;7 053
2012;Iles Du Vent;Femme;50-54 ans;5 563
2012;Iles Du Vent;Femme;55-59 ans;4 677
2012;Iles Du Vent;Femme;60-64 ans;3 356
2012;Iles Du Vent;Femme;65-69 ans;2 502
2012;Iles Du Vent;Femme;70-74 ans;1 823
2012;Iles Du Vent;Femme;75-79 ans;1 325
2012;Iles Du Vent;Femme;80 ans et plus;1 289
2012;Iles Sous-Le-Vent;Homme;Moins de 5 ans;1 397
2012;Iles Sous-Le-Vent;Homme;5-9 ans;1 525
2012;Iles Sous-Le-Vent;Homme;10-14 ans;1 565
2012;Iles Sous-Le-Vent;Homme;15-19 ans;1 608
2012;Iles Sous-Le-Vent;Homme;20-24 ans;1 341
2012;Iles Sous-Le-Vent;Homme;25-29 ans;1 414
2012;Iles Sous-Le-Vent;Homme;30-34 ans;1 237
2012;Iles Sous-Le-Vent;Homme;35-39 ans;1 295
2012;Iles Sous-Le-Vent;Homme;40-44 ans;1 352
2012;Iles Sous-Le-Vent;Homme;45-49 ans;1 311
2012;Iles Sous-Le-Vent;Homme;50-54 ans;1 027
2012;Iles Sous-Le-Vent;Homme;55-59 ans;795
2012;Iles Sous-Le-Vent;Homme;60-64 ans;654
2012;Iles Sous-Le-Vent;Homme;65-69 ans;523
2012;Iles Sous-Le-Vent;Homme;70-74 ans;386
2012;Iles Sous-Le-Vent;Homme;75-79 ans;242
2012;Iles Sous-Le-Vent;Homme;80 ans et plus;187
2012;Iles Sous-Le-Vent;Femme;Moins de 5 ans;1 372
2012;Iles Sous-Le-Vent;Femme;5-9 ans;1 302
2012;Iles Sous-Le-Vent;Femme;10-14 ans;1 512
2012;Iles Sous-Le-Vent;Femme;15-19 ans;1 512
2012;Iles Sous-Le-Vent;Femme;20-24 ans;1 422
2012;Iles Sous-Le-Vent;Femme;25-29 ans;1 333
2012;Iles Sous-Le-Vent;Femme;30-34 ans;1 222
2012;Iles Sous-Le-Vent;Femme;35-39 ans;1 200
2012;Iles Sous-Le-Vent;Femme;40-44 ans;1 213
2012;Iles Sous-Le-Vent;Femme;45-49 ans;1 125
2012;Iles Sous-Le-Vent;Femme;50-54 ans;914
2012;Iles Sous-Le-Vent;Femme;55-59 ans;724
2012;Iles Sous-Le-Vent;Femme;60-64 ans;578
2012;Iles Sous-Le-Vent;Femme;65-69 ans;467
2012;Iles Sous-Le-Vent;Femme;70-74 ans;370
2012;Iles Sous-Le-Vent;Femme;75-79 ans;241
2012;Iles Sous-Le-Vent;Femme;80 ans et plus;215
2012;Marquises;Homme;Moins de 5 ans;395
2012;Marquises;Homme;5-9 ans;455
2012;Marquises;Homme;10-14 ans;397
2012;Marquises;Homme;15-19 ans;405
2012;Marquises;Homme;20-24 ans;402
2012;Marquises;Homme;25-29 ans;366
2012;Marquises;Homme;30-34 ans;356
2012;Marquises;Homme;35-39 ans;349
2012;Marquises;Homme;40-44 ans;347
2012;Marquises;Homme;45-49 ans;366
2012;Marquises;Homme;50-54 ans;277
2012;Marquises;Homme;55-59 ans;262
2012;Marquises;Homme;60-64 ans;169
2012;Marquises;Homme;65-69 ans;106
2012;Marquises;Homme;70-74 ans;91
2012;Marquises;Homme;75-79 ans;55
2012;Marquises;Homme;80 ans et plus;39
2012;Marquises;Femme;Moins de 5 ans;451
2012;Marquises;Femme;5-9 ans;394
2012;Marquises;Femme;10-14 ans;437
2012;Marquises;Femme;15-19 ans;348
2012;Marquises;Femme;20-24 ans;373
2012;Marquises;Femme;25-29 ans;380
2012;Marquises;Femme;30-34 ans;308
2012;Marquises;Femme;35-39 ans;286
2012;Marquises;Femme;40-44 ans;308
2012;Marquises;Femme;45-49 ans;277
2012;Marquises;Femme;50-54 ans;244
2012;Marquises;Femme;55-59 ans;181
2012;Marquises;Femme;60-64 ans;146
2012;Marquises;Femme;65-69 ans;95
2012;Marquises;Femme;70-74 ans;87
2012;Marquises;Femme;75-79 ans;63
2012;Marquises;Femme;80 ans et plus;46
2012;Australes;Homme;Moins de 5 ans;281
2012;Australes;Homme;5-9 ans;316
2012;Australes;Homme;10-14 ans;349
2012;Australes;Homme;15-19 ans;266
2012;Australes;Homme;20-24 ans;344
2012;Australes;Homme;25-29 ans;276
2012;Australes;Homme;30-34 ans;210
2012;Australes;Homme;35-39 ans;226
2012;Australes;Homme;40-44 ans;235
2012;Australes;Homme;45-49 ans;236
2012;Australes;Homme;50-54 ans;210
2012;Australes;Homme;55-59 ans;184
2012;Australes;Homme;60-64 ans;130
2012;Australes;Homme;65-69 ans;90
2012;Australes;Homme;70-74 ans;82
2012;Australes;Homme;75-79 ans;58
2012;Australes;Homme;80 ans et plus;37
2012;Australes;Femme;Moins de 5 ans;293
2012;Australes;Femme;5-9 ans;291
2012;Australes;Femme;10-14 ans;321
2012;Australes;Femme;15-19 ans;224
2012;Australes;Femme;20-24 ans;254
2012;Australes;Femme;25-29 ans;260
2012;Australes;Femme;30-34 ans;216
2012;Australes;Femme;35-39 ans;221
2012;Australes;Femme;40-44 ans;255
2012;Australes;Femme;45-49 ans;214
2012;Australes;Femme;50-54 ans;173
2012;Australes;Femme;55-59 ans;167
2012;Australes;Femme;60-64 ans;103
2012;Australes;Femme;65-69 ans;100
2012;Australes;Femme;70-74 ans;82
2012;Australes;Femme;75-79 ans;57
2012;Australes;Femme;80 ans et plus;59
2012;Tuamotu-Gambier;Homme;Moins de 5 ans;662
2012;Tuamotu-Gambier;Homme;5-9 ans;768
2012;Tuamotu-Gambier;Homme;10-14 ans;830
2012;Tuamotu-Gambier;Homme;15-19 ans;782
2012;Tuamotu-Gambier;Homme;20-24 ans;832
2012;Tuamotu-Gambier;Homme;25-29 ans;847
2012;Tuamotu-Gambier;Homme;30-34 ans;713
2012;Tuamotu-Gambier;Homme;35-39 ans;711
2012;Tuamotu-Gambier;Homme;40-44 ans;711
2012;Tuamotu-Gambier;Homme;45-49 ans;574
2012;Tuamotu-Gambier;Homme;50-54 ans;454
2012;Tuamotu-Gambier;Homme;55-59 ans;395
2012;Tuamotu-Gambier;Homme;60-64 ans;241
2012;Tuamotu-Gambier;Homme;65-69 ans;206
2012;Tuamotu-Gambier;Homme;70-74 ans;182
2012;Tuamotu-Gambier;Homme;75-79 ans;77
2012;Tuamotu-Gambier;Homme;80 ans et plus;46
2012;Tuamotu-Gambier;Femme;Moins de 5 ans;659
2012;Tuamotu-Gambier;Femme;5-9 ans;764
2012;Tuamotu-Gambier;Femme;10-14 ans;721
2012;Tuamotu-Gambier;Femme;15-19 ans;656
2012;Tuamotu-Gambier;Femme;20-24 ans;685
2012;Tuamotu-Gambier;Femme;25-29 ans;753
2012;Tuamotu-Gambier;Femme;30-34 ans;615
2012;Tuamotu-Gambier;Femme;35-39 ans;574
2012;Tuamotu-Gambier;Femme;40-44 ans;562
2012;Tuamotu-Gambier;Femme;45-49 ans;454
2012;Tuamotu-Gambier;Femme;50-54 ans;379
2012;Tuamotu-Gambier;Femme;55-59 ans;327
2012;Tuamotu-Gambier;Femme;60-64 ans;216
2012;Tuamotu-Gambier;Femme;65-69 ans;176
2012;Tuamotu-Gambier;Femme;70-74 ans;132
2012;Tuamotu-Gambier;Femme;75-79 ans;81
2012;Tuamotu-Gambier;Femme;80 ans et plus;46
2017;Iles Du Vent;Homme;Moins de 5 ans;6 916
2017;Iles Du Vent;Homme;5-9 ans;8 251
2017;Iles Du Vent;Homme;10-14 ans;8 286
2017;Iles Du Vent;Homme;15-19 ans;8 785
2017;Iles Du Vent;Homme;20-24 ans;7 684
2017;Iles Du Vent;Homme;25-29 ans;8 208
2017;Iles Du Vent;Homme;30-34 ans;8 242
2017;Iles Du Vent;Homme;35-39 ans;7 785
2017;Iles Du Vent;Homme;40-44 ans;7 477
2017;Iles Du Vent;Homme;45-49 ans;7 709
2017;Iles Du Vent;Homme;50-54 ans;7 028
2017;Iles Du Vent;Homme;55-59 ans;5 645
2017;Iles Du Vent;Homme;60-64 ans;4 598
2017;Iles Du Vent;Homme;65-69 ans;3 085
2017;Iles Du Vent;Homme;70-74 ans;2 276
2017;Iles Du Vent;Homme;75-79 ans;1 434
2017;Iles Du Vent;Homme;80 ans et plus;1 194
2017;Iles Du Vent;Femme;Moins de 5 ans;6 405
2017;Iles Du Vent;Femme;5-9 ans;7 836
2017;Iles Du Vent;Femme;10-14 ans;7 919
2017;Iles Du Vent;Femme;15-19 ans;8 459
2017;Iles Du Vent;Femme;20-24 ans;7 402
2017;Iles Du Vent;Femme;25-29 ans;8 303
2017;Iles Du Vent;Femme;30-34 ans;8 564
2017;Iles Du Vent;Femme;35-39 ans;7 764
2017;Iles Du Vent;Femme;40-44 ans;7 484
2017;Iles Du Vent;Femme;45-49 ans;7 403
2017;Iles Du Vent;Femme;50-54 ans;6 826
2017;Iles Du Vent;Femme;55-59 ans;5 270
2017;Iles Du Vent;Femme;60-64 ans;4 410
2017;Iles Du Vent;Femme;65-69 ans;3 080
2017;Iles Du Vent;Femme;70-74 ans;2 254
2017;Iles Du Vent;Femme;75-79 ans;1 581
2017;Iles Du Vent;Femme;80 ans et plus;1 770
2017;Iles Sous-Le-Vent;Homme;Moins de 5 ans;1 243
2017;Iles Sous-Le-Vent;Homme;5-9 ans;1 503
2017;Iles Sous-Le-Vent;Homme;10-14 ans;1 451
2017;Iles Sous-Le-Vent;Homme;15-19 ans;1 377
2017;Iles Sous-Le-Vent;Homme;20-24 ans;1 343
2017;Iles Sous-Le-Vent;Homme;25-29 ans;1 416
2017;Iles Sous-Le-Vent;Homme;30-34 ans;1 394
2017;Iles Sous-Le-Vent;Homme;35-39 ans;1 235
2017;Iles Sous-Le-Vent;Homme;40-44 ans;1 299
2017;Iles Sous-Le-Vent;Homme;45-49 ans;1 326
2017;Iles Sous-Le-Vent;Homme;50-54 ans;1 271
2017;Iles Sous-Le-Vent;Homme;55-59 ans;962
2017;Iles Sous-Le-Vent;Homme;60-64 ans;783
2017;Iles Sous-Le-Vent;Homme;65-69 ans;596
2017;Iles Sous-Le-Vent;Homme;70-74 ans;428
2017;Iles Sous-Le-Vent;Homme;75-79 ans;284
2017;Iles Sous-Le-Vent;Homme;80 ans et plus;256
2017;Iles Sous-Le-Vent;Femme;Moins de 5 ans;1 201
2017;Iles Sous-Le-Vent;Femme;5-9 ans;1 446
2017;Iles Sous-Le-Vent;Femme;10-14 ans;1 312
2017;Iles Sous-Le-Vent;Femme;15-19 ans;1 337
2017;Iles Sous-Le-Vent;Femme;20-24 ans;1 283
2017;Iles Sous-Le-Vent;Femme;25-29 ans;1 439
2017;Iles Sous-Le-Vent;Femme;30-34 ans;1 398
2017;Iles Sous-Le-Vent;Femme;35-39 ans;1 212
2017;Iles Sous-Le-Vent;Femme;40-44 ans;1 199
2017;Iles Sous-Le-Vent;Femme;45-49 ans;1 189
2017;Iles Sous-Le-Vent;Femme;50-54 ans;1 092
2017;Iles Sous-Le-Vent;Femme;55-59 ans;888
2017;Iles Sous-Le-Vent;Femme;60-64 ans;701
2017;Iles Sous-Le-Vent;Femme;65-69 ans;509
2017;Iles Sous-Le-Vent;Femme;70-74 ans;421
2017;Iles Sous-Le-Vent;Femme;75-79 ans;306
2017;Iles Sous-Le-Vent;Femme;80 ans et plus;293
2017;Marquises;Homme;Moins de 5 ans;355
2017;Marquises;Homme;5-9 ans;416
2017;Marquises;Homme;10-14 ans;447
2017;Marquises;Homme;15-19 ans;344
2017;Marquises;Homme;20-24 ans;339
2017;Marquises;Homme;25-29 ans;392
2017;Marquises;Homme;30-34 ans;357
2017;Marquises;Homme;35-39 ans;341
2017;Marquises;Homme;40-44 ans;353
2017;Marquises;Homme;45-49 ans;333
2017;Marquises;Homme;50-54 ans;364
2017;Marquises;Homme;55-59 ans;277
2017;Marquises;Homme;60-64 ans;241
2017;Marquises;Homme;65-69 ans;150
2017;Marquises;Homme;70-74 ans;90
2017;Marquises;Homme;75-79 ans;66
2017;Marquises;Homme;80 ans et plus;52
2017;Marquises;Femme;Moins de 5 ans;327
2017;Marquises;Femme;5-9 ans;434
2017;Marquises;Femme;10-14 ans;389
2017;Marquises;Femme;15-19 ans;359
2017;Marquises;Femme;20-24 ans;271
2017;Marquises;Femme;25-29 ans;359
2017;Marquises;Femme;30-34 ans;356
2017;Marquises;Femme;35-39 ans;295
2017;Marquises;Femme;40-44 ans;282
2017;Marquises;Femme;45-49 ans;305
2017;Marquises;Femme;50-54 ans;280
2017;Marquises;Femme;55-59 ans;243
2017;Marquises;Femme;60-64 ans;181
2017;Marquises;Femme;65-69 ans;124
2017;Marquises;Femme;70-74 ans;88
2017;Marquises;Femme;75-79 ans;69
2017;Marquises;Femme;80 ans et plus;67
2017;Australes;Homme;Moins de 5 ans;284
2017;Australes;Homme;5-9 ans;305
2017;Australes;Homme;10-14 ans;313
2017;Australes;Homme;15-19 ans;297
2017;Australes;Homme;20-24 ans;220
2017;Australes;Homme;25-29 ans;281
2017;Australes;Homme;30-34 ans;247
2017;Australes;Homme;35-39 ans;220
2017;Australes;Homme;40-44 ans;231
2017;Australes;Homme;45-49 ans;226
2017;Australes;Homme;50-54 ans;234
2017;Australes;Homme;55-59 ans;213
2017;Australes;Homme;60-64 ans;188
2017;Australes;Homme;65-69 ans;120
2017;Australes;Homme;70-74 ans;82
2017;Australes;Homme;75-79 ans;72
2017;Australes;Homme;80 ans et plus;57
2017;Australes;Femme;Moins de 5 ans;262
2017;Australes;Femme;5-9 ans;311
2017;Australes;Femme;10-14 ans;277
2017;Australes;Femme;15-19 ans;239
2017;Australes;Femme;20-24 ans;215
2017;Australes;Femme;25-29 ans;254
2017;Australes;Femme;30-34 ans;269
2017;Australes;Femme;35-39 ans;217
2017;Australes;Femme;40-44 ans;212
2017;Australes;Femme;45-49 ans;239
2017;Australes;Femme;50-54 ans;206
2017;Australes;Femme;55-59 ans;192
2017;Australes;Femme;60-64 ans;168
2017;Australes;Femme;65-69 ans;106
2017;Australes;Femme;70-74 ans;80
2017;Australes;Femme;75-79 ans;59
2017;Australes;Femme;80 ans et plus;69
2017;Tuamotu-Gambier;Homme;Moins de 5 ans;599
2017;Tuamotu-Gambier;Homme;5-9 ans;694
2017;Tuamotu-Gambier;Homme;10-14 ans;733
2017;Tuamotu-Gambier;Homme;15-19 ans;764
2017;Tuamotu-Gambier;Homme;20-24 ans;706
2017;Tuamotu-Gambier;Homme;25-29 ans;798
2017;Tuamotu-Gambier;Homme;30-34 ans;774
2017;Tuamotu-Gambier;Homme;35-39 ans;644
2017;Tuamotu-Gambier;Homme;40-44 ans;662
2017;Tuamotu-Gambier;Homme;45-49 ans;668
2017;Tuamotu-Gambier;Homme;50-54 ans;539
2017;Tuamotu-Gambier;Homme;55-59 ans;469
2017;Tuamotu-Gambier;Homme;60-64 ans;380
2017;Tuamotu-Gambier;Homme;65-69 ans;209
2017;Tuamotu-Gambier;Homme;70-74 ans;158
2017;Tuamotu-Gambier;Homme;75-79 ans;116
2017;Tuamotu-Gambier;Homme;80 ans et plus;60
2017;Tuamotu-Gambier;Femme;Moins de 5 ans;581
2017;Tuamotu-Gambier;Femme;5-9 ans;657
2017;Tuamotu-Gambier;Femme;10-14 ans;689
2017;Tuamotu-Gambier;Femme;15-19 ans;628
2017;Tuamotu-Gambier;Femme;20-24 ans;627
2017;Tuamotu-Gambier;Femme;25-29 ans;716
2017;Tuamotu-Gambier;Femme;30-34 ans;703
2017;Tuamotu-Gambier;Femme;35-39 ans;604
2017;Tuamotu-Gambier;Femme;40-44 ans;581
2017;Tuamotu-Gambier;Femme;45-49 ans;493
2017;Tuamotu-Gambier;Femme;50-54 ans;460
2017;Tuamotu-Gambier;Femme;55-59 ans;355
2017;Tuamotu-Gambier;Femme;60-64 ans;323
2017;Tuamotu-Gambier;Femme;65-69 ans;186
2017;Tuamotu-Gambier;Femme;70-74 ans;148
2017;Tuamotu-Gambier;Femme;75-79 ans;92
2017;Tuamotu-Gambier;Femme;80 ans et plus;65
